Periode ;Konsum;Feedin;consumlimit_active;feedinlimit_active;Limit_Konsum;Limit_feedin;Zielfunktionswert;Konsum_gesamt;Feedin_gesammt
31;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
32;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
33;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
34;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
35;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
36;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
37;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
38;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
39;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
40;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
41;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
42;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
43;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
44;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
45;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
46;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
47;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
48;0.0;0.0;0;1;20000.0;3000.0;10.462607042058526;456677.3904499237;0.0
49;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
50;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
51;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
52;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
53;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
54;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
55;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
56;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
57;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
58;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
59;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
60;0.0;0.0;1;0;7000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
61;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
62;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
63;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
64;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
65;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
66;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
67;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
68;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
69;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
70;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
71;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
72;6000.0;0.0;1;0;6000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
73;4000.19201388889;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
74;513.265360449735;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
75;795.657754629629;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
76;851.964434523809;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
77;753.344923941799;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
78;732.113508597884;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
79;800.403521825397;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
80;916.741154100529;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
81;891.933548280424;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
82;1011.20927579365;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
83;1054.8445271164;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
84;1137.52739748677;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
85;1178.04360119048;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
86;1340.93361441799;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
87;1377.94029431217;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
88;1452.49935515873;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
89;1551.45603505291;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
90;1567.22461970899;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
91;8768.3027281746;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
92;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
93;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
94;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
95;2031.52468584656;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
96;2109.90755621693;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
97;2081.04280753968;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
98;2150.12329695767;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
99;2186.42759589947;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
100;2171.01760912698;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
101;2117.22190806878;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
102;2101.64763558201;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
103;2139.43288690476;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
104;2129.0943287037;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
105;2127.03910383598;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
106;2134.06006944444;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
107;2153.5072255291;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
108;2108.65676256614;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
109;2137.11106150794;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
110;2115.26059854497;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
111;2140.05299272487;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
112;2198.17395833333;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
113;2304.2568287037;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
114;2292.57779431217;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
115;2255.64875992063;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
116;2168.12686838624;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
117;2170.59783399471;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
118;2160.60451388889;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
119;2162.11833664021;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
120;2177.54168320106;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
121;2189.71264880952;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
122;2166.62885251323;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
123;2190.7736276455;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
124;2171.53983134921;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
125;2185.22508267196;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
126;2167.0984292328;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
127;2202.67891865079;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
128;2221.69988425926;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
129;2219.28989748677;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
130;2190.57991071429;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
131;2204.76754298942;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
132;2211.11946097884;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
133;2215.49756944444;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
134;2219.52329695767;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
135;2243.45378637566;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
136;2253.12713293651;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
137;2234.5576223545;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
138;2234.18096891534;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
139;2254.87336309524;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
140;2252.98004298942;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
141;2264.37005621693;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
142;2293.17673611111;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
143;2303.94770171958;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
144;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
145;2277.83010912698;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
146;2293.27250330688;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
147;2310.74823082011;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
148;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
149;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
150;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
151;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
152;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
153;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
154;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
155;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
156;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
157;7500.88050595238;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
158;178.124090608466;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
159;187.645056216931;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
160;188.125545634921;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
161;190.667939814814;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
162;214.01271494709;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
163;231.805109126984;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
164;242.845122354497;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
165;230.006564153439;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
166;228.808482142857;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
167;264.127066798942;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
168;236.774222883598;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
169;243.847569444444;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
170;265.632820767196;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
171;300.606167328042;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
172;318.069990079365;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
173;288.321908068783;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
174;298.676207010582;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
175;297.659077380952;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
176;303.625281084656;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
177;317.136722883598;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
178;322.233878968254;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
179;331.426273148149;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
180;343.961524470899;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
181;7356.2158234127;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
182;7362.27726521164;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
183;7349.10537367725;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
184;7361.17395833333;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
185;7394.21159060847;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
186;7399.73731812169;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
187;7388.16780753968;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
188;7385.75543981481;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
189;7399.58831018519;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
190;7411.60213293651;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
191;7435.07547949735;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
192;7441.10834986773;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
193;7441.83883928571;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
194;7444.65028108466;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
195;7460.76886574074;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
196;7463.99697420635;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
197;7454.91555886243;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
198;7457.75557208995;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
199;7479.82177579365;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
200;7502.41178902116;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
201;7514.17561177249;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
202;7513.32991071429;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
203;7568.61040013228;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
204;7533.31946097884;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
205;7535.35947420635;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
206;7092.16687144484;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
207;3151.40854828042;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
208;3151.33665674603;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
209;3167.01476521164;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
210;3170.93948456336;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
211;3201.428125;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
212;3194.83956679894;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
213;3196.11291335979;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
214;3213.0410218254;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
215;3300.24055886243;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
216;3346.15914351852;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
217;631.080109126984;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
218;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
219;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
220;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
221;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
222;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
223;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
224;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
225;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
226;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
227;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
228;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
229;-2.27373675443232e-13;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
230;2.27373675443232e-13;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
231;-1.13686837721616e-13;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
232;-1.13686837721616e-13;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
233;3.41060513164848e-13;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
234;-2.27373675443232e-13;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
235;1.13686837721616e-13;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
236;237.759408068783;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
237;157.944659391534;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
238;108.239434523809;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
239;86.6604001322751;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
240;-4.54747350886464e-13;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
241;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
242;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
243;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
244;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
245;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
246;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
247;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
248;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
249;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
250;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
251;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
252;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
253;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
254;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
255;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
256;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
257;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
258;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
259;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
260;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
261;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
262;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
263;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
264;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
265;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
266;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
267;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
268;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
269;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
270;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
271;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
272;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
273;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
274;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
275;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
276;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
277;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
278;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
279;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
280;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
281;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
282;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
283;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
284;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
285;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
286;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
287;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
288;0.0;0.0;0;0;20000.0;10000000.0;10.462607042058526;456677.3904499237;0.0
